,transformed_recon_losses,combined_kmeans_and_lstm,actual_anomaly
0,0.0,0.00606828499791268,0.0
1,0.0,0.00606828499791268,0.0
2,0.0,0.00606828499791268,0.0
3,0.0,0.00606828499791268,0.0
4,0.0,0.00606828499791268,0.0
5,0.0,0.006184797001142152,0.0
6,0.0,0.006387019095784184,0.0
7,0.0,0.006387019095784184,0.0
8,0.0,0.006387019095784184,0.0
9,0.0,0.006387019095784184,0.0
10,0.0,0.006387019095784184,0.0
11,0.0,0.006695641829024739,0.0
12,0.0,0.006695641829024739,0.0
13,0.0,0.006695641829024739,0.0
14,0.0,0.006695641829024739,0.0
15,0.0,0.006695641829024739,0.0
16,0.0,0.00659014173993004,0.0
17,0.0,0.00659014173993004,0.0
18,0.0,0.00659014173993004,0.0
19,0.0,0.00659014173993004,0.0
20,0.0,0.00659014173993004,0.0
21,0.0,0.00659014173993004,0.0
22,0.0,0.00659014173993004,0.0
23,0.0,0.00659014173993004,0.0
24,0.0,0.00659014173993004,0.0
25,0.0,0.00659014173993004,0.0
26,0.0,0.00659014173993004,0.0
27,0.0,0.00659014173993004,0.0
28,0.0,0.00659014173993004,0.0
29,0.0,0.00659014173993004,0.0
30,0.0,0.00659014173993004,0.0
31,0.0,0.006848655975526414,0.0
32,0.0,0.006848655975526414,0.0
33,0.0,0.006848655975526414,0.0
34,0.0,0.006848655975526414,0.0
35,0.0,0.007187555624913541,0.0
36,0.0,0.007442600210906442,0.0
37,0.0,0.006848655975526414,0.0
38,0.0,0.006848655975526414,0.0
39,0.0,0.006848655975526414,0.0
40,0.0,0.006848655975526414,0.0
41,0.0,0.006848655975526414,0.0
42,0.0,0.006848655975526414,0.0
43,0.0,0.006848655975526414,0.0
44,0.0,0.006848655975526414,0.0
45,0.0,0.007311374034470927,0.0
46,0.0,0.005717035605077384,0.0
47,0.0,0.00580331942319404,0.0
48,0.0,0.006890049415093554,0.0
49,0.0,0.006890049415093554,0.0
50,0.0,0.006890049415093554,0.0
51,0.0,0.007183231557851534,0.0
52,0.0,0.007266040528387782,0.0
53,0.0,0.007266040528387782,0.0
54,0.0,0.007266040528387782,0.0
55,0.0,0.007132844318694264,0.0
56,0.0,0.006417737190223032,0.0
57,0.0,0.00639204034150247,0.0
58,0.0,0.00639204034150247,0.0
59,0.0,0.00639204034150247,0.0
60,0.0,0.00639204034150247,0.0
61,0.0,0.005564120220137453,0.0
62,0.0,0.00639204034150247,0.0
63,0.0,0.00639204034150247,0.0
64,0.0,0.00639204034150247,0.0
65,0.0,0.005394972202979623,0.0
66,0.0,0.0068750409064436205,0.0
67,0.0,0.006292985743805984,0.0
68,0.0,0.006292985743805984,0.0
69,0.0,0.006292985743805984,0.0
70,0.0,0.006358183968489694,0.0
71,0.0,0.006264086941294051,0.0
72,0.0,0.0062724881715137,0.0
73,0.0,0.006675862227296468,0.0
74,0.0,0.0066947653201642355,0.0
75,0.0,0.0066947653201642355,0.0
76,0.0,0.006818023647706979,0.0
77,0.0,0.0065615301256437145,0.0
78,0.0,0.0065615301256437145,0.0
79,0.0,0.0065615301256437145,0.0
80,0.0,0.0193196630275916,0.0
81,0.0,0.006850823531907911,0.0
82,0.0,0.0020380372206858137,0.0
83,0.0,0.006140137282819081,0.0
84,0.0,0.0003642204244765092,0.0
85,0.0,0.005229721369028092,0.0
86,0.0,0.0066530210171540476,0.0
87,0.0,0.005229721369028092,0.0
88,0.0,0.0003642204244765092,0.0
89,0.0,0.0003642204244765092,0.0
90,0.0,0.0003642204244765092,0.0
91,0.0,0.006522925400701687,0.0
92,0.0,0.007081440225299274,0.0
93,0.0,0.004300600535239948,0.0
94,0.0,0.006129921308902335,0.0
95,0.0,0.006129921308902335,0.0
96,0.0,0.006313285792974775,0.0
97,0.0,0.006523636224047419,0.0
98,0.0,0.006566816468185636,0.0
99,0.0,0.006566816468185636,0.0
100,0.0,0.006566816468185636,0.0
101,0.0,0.006242953266574464,0.0
102,0.0,0.005971177042577994,0.0
103,0.0,0.0059583601309528755,0.0
104,0.0,0.0059583601309528755,0.0
105,0.0,0.0059583601309528755,0.0
106,0.0,0.006149825662077022,0.0
107,0.0,0.006227565305608344,0.0
108,0.0,0.0060853207175668896,0.0
109,0.0,0.005912319050259585,0.0
110,0.0,0.00590362283484893,0.0
111,0.0,0.005723455756338045,0.0
112,0.0,0.00590362283484893,0.0
113,0.0,0.00590362283484893,0.0
114,0.0,0.00590362283484893,0.0
115,0.0,0.00590362283484893,0.0
116,0.0,0.00590362283484893,0.0
117,0.0,0.006221909256956989,0.0
118,0.0,0.006221909256956989,0.0
119,0.0,0.006405072319423234,0.0
120,0.0,0.006405072319423234,0.0
121,0.0,0.006173490751563488,0.0
122,0.0,0.006173490751563488,0.0
123,0.0,0.0059680485102108155,0.0
124,0.0,0.006348901031432607,0.0
125,0.0,0.006583863233540831,0.0
126,0.0,0.0059680485102108155,0.0
127,0.0,0.006421563550993603,0.0
128,0.0,0.006421563550993603,0.0
129,0.0,0.006421563550993603,0.0
130,0.0,0.006421563550993603,0.0
131,0.0,0.0060287738757427815,0.0
132,0.0,0.0060287738757427815,0.0
133,0.0,0.006589762287613855,0.0
134,0.0,0.006705781782528825,0.0
135,0.0,0.006705781782528825,0.0
136,0.0,0.006705781782528825,0.0
137,0.0,0.006705781782528825,0.0
138,0.0,0.006705781782528825,0.0
139,0.0,0.006705781782528825,0.0
140,0.0,0.0071285371450572925,0.0
141,0.0,0.007807147328233255,0.0
142,0.0,0.007640602198025148,0.0
143,0.0,0.007640602198025148,0.0
144,0.0,0.007349811774403945,0.0
145,0.0,0.007434030696183555,0.0
146,0.0,0.007434030696183555,0.0
147,0.0,0.007434030696183555,0.0
148,0.0,0.007803837516420504,0.0
149,0.0,0.007456450220447202,0.0
150,0.0,0.005532413860334022,0.0
151,0.0,0.007456450220447202,0.0
152,0.0,0.006830672274828857,0.0
153,0.0,0.006830672274828857,0.0
154,0.0,0.006830672274828857,0.0
155,0.0,0.006830672274828857,0.0
156,0.0,0.006719982655512631,0.0
157,0.0,0.006719982655512631,0.0
158,0.0,0.0062544200036909635,0.0
159,0.0,0.00616005722992457,0.0
160,0.0,0.00616005722992457,0.0
161,0.0,0.00616005722992457,0.0
162,0.0,0.00616005722992457,0.0
163,0.0,0.00616005722992457,0.0
164,0.0,0.00616005722992457,0.0
165,0.0,0.00616005722992457,0.0
166,0.0,0.004447246510250304,0.0
167,0.0,0.004447246510250304,0.0
168,0.0,0.0042866719062980615,0.0
169,0.0,0.0038200462681933834,0.0
170,0.0,0.006156251661061734,0.0
171,0.0,0.006156251661061734,0.0
172,0.0,0.006156251661061734,0.0
173,0.0,0.006158981248699223,0.0
174,0.0,0.005531686143563255,0.0
175,0.0,0.007936453501938757,0.0
176,0.0,0.004209940020544827,0.0
177,0.0,0.0058509075517723256,0.0
178,0.0,0.0015231301738292703,0.0
179,0.0,0.00099831578293644,0.0
180,0.0,0.0001763774934271212,0.0
181,0.0,0.0001763774934271212,0.0
182,0.0,0.00029512462673823104,0.0
183,0.0,5.569801219078097e-05,0.0
184,0.0,0.0,0.0
185,0.0,0.0,0.0
186,0.0,0.0,0.0
187,0.0,0.00684169198592903,0.0
188,0.0,0.006533650126610853,0.0
189,0.0,0.0011046949149053978,0.0
190,0.0,0.006723498437161395,0.0
191,0.0,0.005680553603965796,0.0
192,0.0,0.005680553603965796,0.0
193,0.0,0.005680553603965796,0.0
194,0.0,0.005363922737511231,0.0
195,0.0,0.006517260905337814,0.0
196,0.0,0.006528216291473427,0.0
197,0.0,0.006175465982798426,0.0
198,0.0,0.006175465982798426,0.0
199,0.0,0.006029122971548798,0.0
200,0.0,0.006026675598322735,0.0
201,0.0,0.006023101050295999,0.0
202,0.0,0.006018209786488416,0.0
203,0.0,0.006018335876413893,0.0
204,0.0,0.006019004501096141,0.0
205,0.0,0.006018112920405418,0.0
206,0.0,0.006016267181014715,0.0
207,0.0,0.006014626853225474,0.0
208,0.0,0.006012835704089316,0.0
209,0.0,0.006010955746826126,0.0
210,0.0,0.006009015907895076,0.0
211,0.0,0.006005532159609398,0.0
212,0.0,0.0060020805811563886,0.0
213,0.0,0.00599904002320204,0.0
214,0.0,0.00599369317571518,0.0
215,0.0,0.005991230163191383,0.0
216,0.0,0.0059888906161434914,0.0
217,0.0,0.00598658861214753,0.0
218,0.0,0.005984298306070031,0.0
219,0.0,0.005983168118081912,0.0
220,0.0,0.00598018775385091,0.0
221,0.0,0.005977209494203458,0.0
222,0.0,0.0059749104898489044,0.0
223,0.0,0.0059725723748111,0.0
224,0.0,0.0059700667850025495,0.0
225,0.0,0.005967481813187868,0.0
226,0.0,0.005964835831721716,0.0
227,0.0,0.005963456717609722,0.0
228,0.0,0.005962166046215942,0.0
229,0.0,0.005962133885364422,0.0
230,0.0,0.00596323380709817,0.0
231,0.0,0.00596305326213751,0.0
232,0.0,0.005962912653123793,0.0
233,0.0,0.005962721197259582,0.0
234,0.0,0.005962464966916741,0.0
235,0.0,0.005960439185400478,0.0
236,0.0,0.005961156906369758,0.0
237,0.0,0.005961285310406908,0.0
238,0.0,0.005961985695696357,0.0
239,0.0,0.005955819059485435,0.0
240,0.0,0.005958547587768614,0.0
241,0.0,0.005961069936360574,0.0
242,0.0,0.005963561185470797,0.0
243,0.0,0.005965965677195392,0.0
244,0.0,0.0059692604364866035,0.0
245,0.0,0.005970587896751827,0.0
246,0.0,0.005979934357125316,0.0
247,0.0,0.0059842896123863615,0.0
248,0.0,0.005983199700775766,0.0
249,0.0,0.005982089966484941,0.0
250,0.0,0.005980874992684082,0.0
251,0.0,0.00597809265050183,0.0
252,0.0,0.005976053087918836,0.0
253,0.0,0.005972283455482697,0.0
254,0.0,0.005967581596353264,0.0
255,0.0,0.0059631398799270385,0.0
256,0.0,0.005962332499844519,0.0
257,0.0,0.005960945326170096,0.0
258,0.0,0.005956849297034544,0.0
259,0.0,0.005957329346267978,0.0
260,0.0,0.0059577998044889205,0.0
261,0.0,0.005962465005500689,0.0
262,0.0,0.005954156509266362,0.0
263,0.0,0.0059458327107227565,0.0
264,0.0,0.005935819632290774,0.0
265,0.0,0.005936271575256932,0.0
266,0.0,0.005929253712239307,0.0
267,0.0,0.005925867375548433,0.0
268,0.0,0.005922523553729824,0.0
269,0.0,0.005919343496750323,0.0
270,0.0,0.0059190760116558366,0.0
271,0.0,0.005919315110443018,0.0
272,0.0,0.005919290470163595,0.0
273,0.0,0.005932842480919416,0.0
274,0.0,0.005928469153359008,0.0
275,0.0,0.0059303697055229495,0.0
276,0.0,0.005957009322161732,0.0
277,0.0,0.005960632591927104,0.0
278,0.0,0.0059496283276648035,0.0
279,0.0,0.005931728056720195,0.0
280,0.0,0.005848449293454061,0.0
281,0.0,0.005824715982273371,0.0
282,0.0,0.005858751832527081,0.0
283,0.0,0.005849020013279986,0.0
284,0.0,0.00588524579339984,0.0
285,0.0,0.0058805578408240924,0.0
286,0.0,0.005893134880240719,0.0
287,0.0,0.005900230461832693,0.0
288,0.0,0.005931658112976071,0.0
289,0.0,0.005969099873721247,0.0
290,0.0,0.0059984465437362125,0.0
291,0.0,0.0059966808765964585,0.0
292,0.0,0.0059920280622099325,0.0
293,0.0,0.0060037137999216965,0.0
294,0.0,0.006006127343585387,0.0
295,0.0,0.006005948402277918,0.0
296,0.0,0.006004917601191875,0.0
297,0.0,0.00600292535621654,0.0
298,0.0,0.006000652142917366,0.0
299,0.0,0.006001001328207895,0.0
300,0.0,0.006001365744286745,0.0
301,0.0,0.006002750802735124,0.0
302,0.0,0.006004171417499193,0.0
303,0.0,0.006004085551822985,0.0
304,0.0,0.006005705780776385,0.0
305,0.0,0.006007116392442832,0.0
306,0.0,0.0060076986098787765,0.0
307,0.0,0.006007873619766131,0.0
308,0.0,0.00600594476743967,0.0
309,0.0,0.0060080354154972175,0.0
310,0.0,0.0060102558273438965,0.0
311,0.0,0.006013462220780278,0.0
312,0.0,0.006015345913807416,0.0
313,0.0,0.006017270262209335,0.0
314,0.0,0.006018840500556942,0.0
315,0.0,0.006020370067035873,0.0
316,0.0,0.006021848810457232,0.0
317,0.0,0.006021969471534007,0.0
318,0.0,0.006021206440606545,0.0
319,0.0,0.006018794475370117,0.0
320,0.0,0.006017172235384812,0.0
321,0.0,0.006016689723644731,0.0
322,0.0,0.006015734513760287,0.0
323,0.0,0.006015411009297618,0.0
324,0.0,0.006013307718136442,0.0
325,0.0,0.006009982520528253,0.0
326,0.0,0.006010371215895978,0.0
327,0.0,0.006008576713101763,0.0
328,0.0,0.006010934562626803,0.0
329,0.0,0.006012048494654221,0.0
330,0.0,0.006012584154890445,0.0
331,0.0,0.006015081740630521,0.0
332,0.0,0.006010372269989579,0.0
333,0.0,0.006019890494098352,0.0
334,0.0,0.00603255436643167,0.0
335,0.0,0.00605342266583411,0.0
336,0.0,0.006051580327892796,0.0
337,0.0,0.0060480621400796535,0.0
338,0.0,0.006039332638628005,0.0
339,0.0,0.006031994583701402,0.0
340,0.0,0.00601523473423084,0.0
341,0.0,0.005991932496416374,0.0
342,0.0,0.0060028622211552715,0.0
343,0.0,0.005985719795416318,0.0
344,0.0,0.005991078829492552,0.0
345,0.0,0.005996272941572768,0.0
346,0.0,0.006005926048985267,0.0
347,0.0,0.00600895895374554,0.0
348,0.0,0.0060079695041290295,0.0
349,0.0,0.006009304468601488,0.0
350,0.0,0.006013124168187143,0.0
351,0.0,0.006008349358175785,0.0
352,0.0,0.0060079560011913466,0.0
353,0.0,0.006008125704012873,0.0
354,0.0,0.0060082080659287695,0.0
355,0.0,0.006009159848994367,0.0
356,0.0,0.006011284241377469,0.0
357,0.0,0.0060134262885832394,0.0
358,0.0,0.0060177830416348384,0.0
359,0.0,0.006017960415419228,0.0
360,0.0,0.006023351656102225,0.0
361,0.0,0.006007844596791424,0.0
362,0.0,0.005997678879135235,0.0
363,0.0,0.005988267104222575,0.0
364,0.0,0.005966043536866696,0.0
365,0.0,0.005955459458722436,0.0
366,0.0,0.005949289747553109,0.0
367,0.0,0.00594247146453271,0.0
368,0.0,0.00593731297703173,0.0
369,0.0,0.005936472180771676,0.0
370,0.0,0.005921697642759076,0.0
371,0.0,0.005906927358750443,0.0
372,0.0,0.005887203374907039,0.0
373,0.0,0.005873113090464372,0.0
374,0.0,0.005864411820142747,0.0
375,0.0,0.005843692193411451,0.0
376,0.0,0.005841617593236929,0.0
377,0.0,0.005831305990123635,0.0
